"Short Form Termination Date","Short Form Date","Short Form Last Name","Short Form First Name","Registration Number","Registration Date","Registrant Name","Address 1","Address 2","City","State","Zip"
"04/28/1989","11/07/1988","Gay","Heather L.","3681","05/23/1985","Kelley, Drye & Warren","2300 M Street, N.W.","","Washington","DC","20037"
"06/23/1992","11/07/1988","O'Neill","Catherine C.","3681","05/23/1985","Kelley, Drye & Warren","2300 M Street, N.W.","","Washington","DC","20037"
"06/23/1992","11/07/1988","Green","Benjamin H.","3681","05/23/1985","Kelley, Drye & Warren","2300 M Street, N.W.","","Washington","DC","20037"
"06/23/1992","12/23/1987","Wallace","Stephen J.","3681","05/23/1985","Kelley, Drye & Warren","2300 M Street, N.W.","","Washington","DC","20037"
"07/23/1991","07/24/1987","Lebow","Edward M.","3681","05/23/1985","Kelley, Drye & Warren","2300 M Street, N.W.","","Washington","DC","20037"
"06/30/1989","04/01/1986","Nordquist","Myron Harry","3681","05/23/1985","Kelley, Drye & Warren","2300 M Street, N.W.","","Washington","DC","20037"
"06/10/1986","05/21/1985","II","Daniel J. Piliero","3680","05/21/1985","Daniel J. Piliero, II, P.C.","1750 Pennsylvania Ave., N.W.","Suite 1201","Washington","DC","20006"
"06/10/1986","05/21/1985","Mazza","Pamela J.","3680","05/21/1985","Daniel J. Piliero, II, P.C.","1750 Pennsylvania Ave., N.W.","Suite 1201","Washington","DC","20006"
"12/09/1987","07/08/1986","Ryssdal","Finn","3679","05/08/1985","SABENA Belgian World Airlines","720 Fifth Avenue","","New York","NY","10019"
"03/07/1986","05/15/1985","Danzig","Richard J.","3678","05/15/1985","Latham, Watkins & Hills","1333 New Hampshire Avenue, NW","","Washington","DC","20036"
"03/07/1986","05/15/1985","Winik","Peter L.","3678","05/15/1985","Latham, Watkins & Hills","1333 New Hampshire Avenue, NW","","Washington","DC","20036"
"03/07/1986","05/15/1985","Sandalow","David B.","3678","05/15/1985","Latham, Watkins & Hills","1333 New Hampshire Avenue, NW","","Washington","DC","20036"
"01/31/1986","05/15/1985","Hills","Roderick M.","3678","05/15/1985","Latham, Watkins & Hills","1333 New Hampshire Avenue, NW","","Washington","DC","20036"
"09/16/1985","05/15/1985","Hills","Carla A.","3678","05/15/1985","Latham, Watkins & Hills","1333 New Hampshire Avenue, NW","","Washington","DC","20036"
"02/15/1985","03/21/1986","Finn","A. Michael","3676","03/27/1985","Italian Public Relations Associates - Italpublic, S.p.A.","315 East 86th Street","Apartment 21F, East","New York","NY","10028"
"02/15/1985","03/21/1986","Ketchum","David P.","3676","03/27/1985","Italian Public Relations Associates - Italpublic, S.p.A.","315 East 86th Street","Apartment 21F, East","New York","NY","10028"
"02/15/1985","03/21/1986","Gollrad","Bette E.","3676","03/27/1985","Italian Public Relations Associates - Italpublic, S.p.A.","315 East 86th Street","Apartment 21F, East","New York","NY","10028"
"04/09/1985","04/09/1985","Opatow","Lorna","3676","03/27/1985","Italian Public Relations Associates - Italpublic, S.p.A.","315 East 86th Street","Apartment 21F, East","New York","NY","10028"
"08/25/1988","06/04/1985","Bishop","G. Norman","3675","05/13/1985","Bishop, Bryant & Associates, Inc.","1012 Pennsylvania Avenue, S.E.","","Washington","DC","20003"
"08/25/1988","05/13/1985","Bryant","Jay","3675","05/13/1985","Bishop, Bryant & Associates, Inc.","1012 Pennsylvania Avenue, S.E.","","Washington","DC","20003"
"08/25/1988","05/13/1985","Quackenbush","William Brewster , Jr.","3675","05/13/1985","Bishop, Bryant & Associates, Inc.","1012 Pennsylvania Avenue, S.E.","","Washington","DC","20003"
"05/23/1986","05/02/1985","Neal","Thomas A","3674","05/02/1985","A.I.H. International, Inc.","7005 Hector Road","","McLean","VA","22101"
"10/31/1999","04/03/1998","Burch","Charles F., Jr.","3673","04/30/1985","Arianespace, Inc.","601 13th Street, N.W.","Suite 710 North","Washington","DC","20005"
"10/31/1999","04/30/1985","Heydon","Douglas A.","3673","04/30/1985","Arianespace, Inc.","601 13th Street, N.W.","Suite 710 North","Washington","DC","20005"
"12/31/1995","04/30/1985","Schenkel","Jacqueline","3673","04/30/1985","Arianespace, Inc.","601 13th Street, N.W.","Suite 710 North","Washington","DC","20005"
"07/31/1987","04/30/1985","Josephson","Diana H.","3673","04/30/1985","Arianespace, Inc.","601 13th Street, N.W.","Suite 710 North","Washington","DC","20005"
"04/25/1986","04/25/1985","Santiago","Luis","3672","04/25/1985","Partido Quesqueyano Democrata","514 Summit Avenue","","Union City","NJ","07087"
"04/25/1986","04/25/1985","Rivas","Angel","3672","04/25/1985","Partido Quesqueyano Democrata","514 Summit Avenue","","Union City","NJ","07087"
"04/25/1986","04/25/1985","Mendez","Lourdes","3672","04/25/1985","Partido Quesqueyano Democrata","514 Summit Avenue","","Union City","NJ","07087"
"04/25/1986","04/25/1985","Soler","Rafael","3672","04/25/1985","Partido Quesqueyano Democrata","514 Summit Avenue","","Union City","NJ","07087"
"12/19/1989","05/12/1988","Lewis","Paul L.","3671","04/15/1985","Welsh Development International","710 Lakeway","Suite 170","Sunnyvale","CA","94086-4013"
"05/01/1988","02/27/1986","Sutcliffe","Charles H.","3671","04/15/1985","Welsh Development International","710 Lakeway","Suite 170","Sunnyvale","CA","94086-4013"
"12/19/1989","12/30/1985","Francis","Colin E.","3671","04/15/1985","Welsh Development International","710 Lakeway","Suite 170","Sunnyvale","CA","94086-4013"
"03/31/1989","11/02/1988","Schermerhorn","Susan Barbara","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"03/31/1989","09/25/1987","Birkbeck","William D.","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"10/23/1987","09/25/1987","Konkol","Karen","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"04/30/1987","04/23/1985","Cohen","Daniel E.","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"06/24/1988","04/23/1985","Talamini","Thomas R.","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"05/16/1986","04/23/1985","Prest","Carol C.","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"07/15/1985","04/23/1985","Orlie","Christopher","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"06/11/1986","04/23/1985","Keller","Jerome A.","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"12/02/1986","04/23/1985","Fauvre","M. Joy","3670","03/29/1985","Lowe Marschalk, Inc.","1345 Avenue of the Americas","","New York","NY","10105"
"08/26/1988","04/10/1985","Wilkinson","Dag","3669","04/10/1985","Foster & Wilkinson","1800 K Street, N.W.","Suite 1004","Washington","DC","20006"
"10/24/1985","04/05/1985","Brandon","Mabel H.","3667","04/05/1985","Rogers & Cowan, Inc.","2550 M Street, N.W.","","Washington","DC","20037"
"05/24/1985","04/05/1985","Wait","Cheryl J.","3667","04/05/1985","Rogers & Cowan, Inc.","2550 M Street, N.W.","","Washington","DC","20037"
"10/24/1985","04/05/1985","Rubin","Gail","3667","04/05/1985","Rogers & Cowan, Inc.","2550 M Street, N.W.","","Washington","DC","20037"
"06/14/1985","04/05/1985","Hausrath","Jan E.","3667","04/05/1985","Rogers & Cowan, Inc.","2550 M Street, N.W.","","Washington","DC","20037"
"04/15/1988","11/16/1987","Ellison","Mark M.","3666","04/05/1985","French & Company","The Willard","1455 Penn. Ave., N.W. #1260","Washington","DC","20004"
"10/03/1986","05/22/1985","Davis","Caroline Hill","3666","04/05/1985","French & Company","The Willard","1455 Penn. Ave., N.W. #1260","Washington","DC","20004"
"04/15/1988","05/22/1985","McIntosh","Martha Anne","3666","04/05/1985","French & Company","The Willard","1455 Penn. Ave., N.W. #1260","Washington","DC","20004"
"04/15/1988","04/05/1985","French","Verrick O.","3666","04/05/1985","French & Company","The Willard","1455 Penn. Ave., N.W. #1260","Washington","DC","20004"
"08/14/1986","04/05/1985","Granwell","Alan W.","3665","04/05/1985","Cadwalader, Wickersham & Taft","1333 New Hampshire Avenue, NW","Suite 700","Washington","DC","20036"
"08/14/1986","04/05/1985","Randolph","Claire V.","3665","04/05/1985","Cadwalader, Wickersham & Taft","1333 New Hampshire Avenue, NW","Suite 700","Washington","DC","20036"
"08/14/1986","04/05/1985","Klein","Kenneth","3665","04/05/1985","Cadwalader, Wickersham & Taft","1333 New Hampshire Avenue, NW","Suite 700","Washington","DC","20036"
"08/14/1986","04/05/1985","Jaffe","Dan Lester","3665","04/05/1985","Cadwalader, Wickersham & Taft","1333 New Hampshire Avenue, NW","Suite 700","Washington","DC","20036"
"08/14/1986","04/05/1985","Hirsh","Bobbe","3665","04/05/1985","Cadwalader, Wickersham & Taft","1333 New Hampshire Avenue, NW","Suite 700","Washington","DC","20036"
"06/15/1987","12/02/1985","Torres","Saul Perez","3664","03/27/1985","Partido de la Liberacion Dominicana, Santurce","Lippit 405 Altos","","Santurce","PR","00915"
"12/31/1986","11/03/1986","Renfrew","Nita","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","04/23/1986","Cohen","Richard","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","04/14/1986","Brady","John","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","02/28/1986","Reichardt","Tempe","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","02/28/1986","Wolff","Lester","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","01/27/1986","Waldmann","Raymond J.","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"02/14/1986","12/06/1985","Olson","Neil D.","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","10/08/1985","Levine","Peter","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","08/20/1985","Bailey","Norman A.","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","03/22/1985","Colby","William E.","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"10/07/1985","03/22/1985","Wanner","Barbara P.","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"12/31/1986","03/22/1985","London","Paul A.","3663","03/22/1985","Colby, Baily & Associates","2550 M Street, N.W.","Suite 450","Washington","DC","20037"
"06/25/1986","03/19/1985","Costa","Mario Navarro da","3662","03/19/1985","Representation of Societies for Defense of Tradition, Family","4301 Columbia Pike","Suite 405","Arlington","VA","22204"
"06/25/1986","03/19/1985","Plaza-Illingworth","Bolivar Roberto","3662","03/19/1985","Representation of Societies for Defense of Tradition, Family","4301 Columbia Pike","Suite 405","Arlington","VA","22204"
"06/25/1986","03/19/1985","Merizalde","Luis Daniel","3662","03/19/1985","Representation of Societies for Defense of Tradition, Family","4301 Columbia Pike","Suite 405","Arlington","VA","22204"
"12/01/1988","03/19/1985","Booth","Deborah L.","3661","03/19/1985","Spring O'Brien & Company, Inc.","50 West 23rd Street","11th Floor","New York","NY","10010-1481"
"03/31/2001","03/19/1985","Tolson","F.R.D.","3661","03/19/1985","Spring O'Brien & Company, Inc.","50 West 23rd Street","11th Floor","New York","NY","10010-1481"
"02/12/1996","11/05/1990","Fix","Donald J.","3660","03/19/1985","Hyjek & Fix, Inc.","2100 Pennsylvania Avenue, N.W.","Suite 560","Washington","DC","20037"
"02/12/1996","11/05/1990","Hyjek","Steven M.","3660","03/19/1985","Hyjek & Fix, Inc.","2100 Pennsylvania Avenue, N.W.","Suite 560","Washington","DC","20037"
"09/11/1989","05/03/1989","Fix","Donald J.","3660","03/19/1985","Hyjek & Fix, Inc.","2100 Pennsylvania Avenue, N.W.","Suite 560","Washington","DC","20037"
"06/30/1989","05/03/1989","Sinnott","Richard L.","3660","03/19/1985","Hyjek & Fix, Inc.","2100 Pennsylvania Avenue, N.W.","Suite 560","Washington","DC","20037"
"09/11/1989","10/20/1987","Hyjek","Steven M.","3660","03/19/1985","Hyjek & Fix, Inc.","2100 Pennsylvania Avenue, N.W.","Suite 560","Washington","DC","20037"
"10/30/1986","10/31/1985","Rowan","Ann M.","3660","03/19/1985","Hyjek & Fix, Inc.","2100 Pennsylvania Avenue, N.W.","Suite 560","Washington","DC","20037"
"03/14/1985","03/14/1985","Carr","William H.A.","3659","03/14/1985","Jack Raymond & Company, Inc.","488 Madison Avenue","","New York","NY","10022"
"03/14/1985","03/14/1985","Raymond","Jack","3659","03/14/1985","Jack Raymond & Company, Inc.","488 Madison Avenue","","New York","NY","10022"
"09/30/2009","10/30/2009","Pulchin","Howard","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Pipkin","Melanie","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Rajpal","Nikki","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Kumar","Amit","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Edelman","Renee","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Laws","George Benjamin","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Tabak","Ilana","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Capps","Jennifer","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Brooks","Caroline","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Clark","Ann","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Naguib","Amgad","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Belcher","Amanda","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Lumet","Michele","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Schoenfelder","Emily","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Ehrlich","Alyssa","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Walsh","Allison","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/30/2009","Kinoshi","Louisa","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Levinson","Catherine","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","McNeill","Brian","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Netek","Jonathan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Chapdelaine","Kristin","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/31/2009","05/07/2009","Surrell","Jeff","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Montes","Luisa","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Gogol","Jill","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Palo","Vanessa","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Pennas","Thaddeus","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/31/2009","05/07/2009","Shelat","Mona","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Ramamurty","Anuradha","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/31/2009","05/07/2009","Taormino","Megan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/31/2009","05/07/2009","Bloomgren","David Erick","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Santow","Dan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Lederman","Erica","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Noble","Erica","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Bennett","Taylor","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Burke","Tim","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"08/31/2009","05/07/2009","Thornson","Scott","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"05/07/2009","05/07/2009","Forsyth","Nicola","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","05/07/2009","Rubel","Steve","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Schneider","Maria","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Deri","Christopher","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Rohrs","Kelly","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Moeenziai","Ladan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Gee","Joshua","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Jesrani","Vijay","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Robinson","Jonathan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","03/19/2009","Holloway","Michael","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"05/07/2008","10/31/2008","Laws","George Benjamin","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/10/2008","10/31/2008","Kaufman","Amanda","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/04/2008","10/31/2008","Lopez","Jennifer","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"02/26/2008","10/31/2008","Marquart","Joseph","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"02/01/2008","10/31/2008","Rahmati","Teal","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/22/2008","10/31/2008","Holdheim","Robert","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/09/2008","10/31/2008","Brown","Jeanette","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/31/2008","Tropiano","Joseph","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/31/2008","Shriram","Kanika","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/31/2008","Van der Boom","Christel","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/31/2008","Reterska","Katarzyna","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"04/03/2008","10/31/2008","Tabak","Ilana","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/31/2008","Banda","Jaroslaw","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/31/2008","Pesce","Claudia","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/31/2009","10/31/2008","McCabe III","Richard James","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"02/21/2008","10/31/2008","Jordan","Jonathan D.","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/04/2008","10/31/2008","Chamberlin","Emily","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/16/2008","10/31/2008","Jesrani","Vijay","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"12/04/2007","10/31/2008","Broomall","Christopher James","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/31/2009","10/31/2008","Saran","Smita","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/31/2008","10/31/2008","Kovitz-Proletti","Lisa M.","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/31/2008","Malloy","Molly","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/31/2009","10/31/2008","Estevez","Michael A.","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"01/18/2008","10/31/2008","Hall","Samantha","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/31/2008","Blake","Justin","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"04/16/2008","10/31/2008","Hartline","Dana","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/14/2008","10/31/2008","Kelly","Kristine","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"02/22/2008","10/31/2008","Vega","Michelle","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"02/25/2008","10/31/2008","Lee","Ellie C.","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/31/2008","Moynihan","Megan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"04/07/2008","10/31/2008","Gee","Joshua E.","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/10/2008","10/31/2008","Tallon","Deanna","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/31/2008","White","Maura Ellen","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Kupiecki","Kimberly","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"04/06/2004","10/06/2008","Rasill","Ethan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/17/2008","10/06/2008","Schnwr","Dan","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Kyme","Irene","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Hannah","Mark","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/31/2008","10/06/2008","Jennings","Thomas Richard","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"07/31/2008","10/06/2008","Chan","Charmaine","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/06/2008","Roy","Stephen","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Alagno","Caryn McLeod","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/06/2008","Merrill","Melissa","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Shattacharya","Rishi","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Harris","Hadley","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2008","10/06/2008","Clifford","RobIn","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","10/06/2008","Cadrecha","Christina","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"11/30/2008","10/06/2008","Taylor","Jennifer","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"03/25/2008","10/06/2008","Davis","Richard Stephen","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"10/31/2007","07/25/2008","Gutman","Beata","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"10/31/2007","07/25/2008","Walotsky","Philip","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"10/31/2007","07/25/2008","Shayo","Michelle","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"10/31/2007","07/25/2008","Beaty","Kelly","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"10/31/2007","07/25/2008","McCarthy","James Brendon","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"10/31/2007","07/25/2008","Kalish","Andrew","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/27/2007","07/25/2008","Holloway","Michael","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
"09/30/2009","04/22/2008","McKellar","Kirstin","3657","03/12/1985","Daniel J. Edelman, Inc.","250 Hudson Street","","New York","NY","10013"
