"Country/LocationRepresented","Registrant","Registration #","RegistrationDate","Address","State","Foreign Principal","Foreign PrincipalRegistration Date","Foreign PrincipalTermination Date"
"ISRAEL","Serko & Simon","2811","07/13/1977","401 BroadwayNew York&nbsp;&nbsp;10013","NY","Government of Israel Trade Center","07/13/1977","11/15/1977"
"AUSTRALIA","Shaw, Ian William","2532","08/27/1974","375 Park AvenueNew York&nbsp;&nbsp;10022","NY","National Bank of Australia, Ltd.","08/27/1974","12/18/1979"
"GERMANY","Bavarian U.S. Offices for Economic Development, LLC","6015","01/07/2011","80 Pine Street24th FloorNew York&nbsp;&nbsp;10005","NY","Bavarian Ministry of Economic Affairs, Infrastructure, Transport and Technology","01/07/2011",""
"UNITED KINGDOM","Capitol Integration","7207","12/21/2022","7904 Heritage Grand Place, Suite ABradenton&nbsp;&nbsp;34212","FL","Less Common Metals","12/21/2022","07/31/2023"
"MEXICO","Brownstein, Zeidman & Schomer","4243","04/24/1989","1401 New York Avenue, N.W.Suite 900Washington&nbsp;&nbsp;20005","DC","Vitrocrisa Cristaleria, S.A.","04/24/1989","04/24/1989"
"CANADA","Mathews, Robert C.","4190","11/29/1988","Whittar Steel Strip20001 Sherwood AvenueDetroit&nbsp;&nbsp;48234","MI","Dofasco, Inc.","11/29/1988","08/31/1990"
"CZECHOSLOVAKIA","Simmons Gateway Tours","1305","12/07/1959","1350 BroadwayNew York&nbsp;&nbsp;","NY","CEDOK","12/07/1959","12/07/1959"
"USSR","Simmons Gateway Tours","1305","12/07/1959","1350 BroadwayNew York&nbsp;&nbsp;","NY","Intourist","12/07/1959","12/07/1959"
"POLAND","Simmons Gateway Tours","1305","12/07/1959","1350 BroadwayNew York&nbsp;&nbsp;","NY","ORBIS Polish Travel Office","12/07/1959","12/07/1959"
"KAZAKHSTAN","Policy Impact Communications, Inc.","5936","05/28/2009","1401 K Street, NWSuite 600Washington&nbsp;&nbsp;20005","DC","Ministry of Foreign Affairs of the Republic of Kazakhstan, Embassy","05/28/2009","05/31/2010"
"FRANCE","Quinn & Co. of NY LTD.","6433","05/24/2017","19 Red Coat RoadWestport&nbsp;&nbsp;06880","CT","Paris and Ile-de-France through Atout France","05/24/2017","12/31/2017"
"THAILAND","Quinn & Co. of NY LTD.","6433","05/24/2017","19 Red Coat RoadWestport&nbsp;&nbsp;06880","CT","Tourism Authority of Thailand","10/11/2017","12/31/2020"
"JAPAN","Quinn & Co. of NY LTD.","6433","05/24/2017","19 Red Coat RoadWestport&nbsp;&nbsp;06880","CT","Setouchi Tourism Authority through JTB Chugoku Shikoku Corp","12/21/2017","06/01/2020"
"CROATIA","Quinn & Co. of NY LTD.","6433","05/24/2017","19 Red Coat RoadWestport&nbsp;&nbsp;06880","CT","Hvar Tourist Board","05/31/2019","04/01/2020"
"MALAYSIA","Scivetti & Associates","7090","03/07/2022","M-2-20 (1st Floor) Plaza Damas, 60Jalan Sri Hartamas 1 Sri HartamasKuala Lumpur&nbsp;&nbsp;","","Najib Razak","03/07/2022","06/14/2022"
"ETHIOPIA","Provisional Government of Eritrea - EPLF","3745","10/08/1985","Post Office Box 65685Washington&nbsp;&nbsp;20035","DC","Eritrean People's Liberation Front","10/08/1985","08/16/1993"
"CUBA","Cuban Liberation Movement of July 26th","1150","06/18/1958","3930 West Wilcox AvenueChicago&nbsp;&nbsp;","IL","26th of July Revolutionary Movement of Fidel Castro","06/18/1958","06/18/1958"
"ISRAEL","Yudilevich, Eitan","4887","02/03/1994","4455 Connecticut Avenue, N.W.Suite B-400 - Rafael USA, Inc.Washington&nbsp;&nbsp;20008","DC","Rafael U.S.A., Inc.","02/03/1994","08/31/1997"
"ALGERIA","Kleindienst, Richard G.","2483","12/14/1973","900 - 17th Street, N.W.Suite 300Washington&nbsp;&nbsp;20006","DC","Algeria","12/14/1973","01/30/1976"
"MADAGASCAR","ACM Worldwide, Ltd.","5164","03/14/1997","310 South Juniper StreetPhiladelphia&nbsp;&nbsp;19107","PA","President of Madagascar","03/14/1997","03/31/1997"
"CURACAO","Curacao Tourist Board, New York","3209","03/10/1981","475 Park Avenue, SouthSuite 2000New York&nbsp;&nbsp;10016","NY","Government of the Island of Curacao","03/10/1981","09/10/2000"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Ambos Mundos Hotel","12/09/1955","07/01/1957"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Cuban Tourist Commission","11/08/1954","07/01/1957"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Hotel Copacabana","06/15/1956","07/01/1957"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Packard Hotel","11/08/1954","07/01/1957"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Presidente Hotel","11/08/1957","07/01/1957"
"BAHAMAS","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Prince George Hotel","11/08/1954","07/01/1957"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Tropicana Night Club","06/15/1956","07/01/1957"
"CUBA","Southern Advertising, Inc.","849","11/08/1954","First National Bank BuildingMiami&nbsp;&nbsp;","FL","Vedado Hotel","11/08/1957","07/01/1957"
"JAPAN","Monument Group, LLC","6341","03/18/2016","1510 San Antonio StreetAustin&nbsp;&nbsp;78701","TX","Embassy of Japan through Akin Gump Strauss Hauer & Feld, LLP","03/18/2016","12/31/2016"
"AUSTRALIA","Ernest Beyl Public Relations, Inc.","3463","04/26/1983","874 North PointSan Francisco&nbsp;&nbsp;94109","CA","Australian Department of Immigration","07/07/1988","07/25/1988"
"AUSTRALIA","Ernest Beyl Public Relations, Inc.","3463","04/26/1983","874 North PointSan Francisco&nbsp;&nbsp;94109","CA","Australian Department of Trade","08/11/1986","04/30/1988"
"HONG KONG","Ernest Beyl Public Relations, Inc.","3463","04/26/1983","874 North PointSan Francisco&nbsp;&nbsp;94109","CA","Hong Kong Government Information Services","08/11/1986","09/25/1988"
"PHILIPPINES","Ernest Beyl Public Relations, Inc.","3463","04/26/1983","874 North PointSan Francisco&nbsp;&nbsp;94109","CA","Ministry of Tourism, the Philippines","11/28/1986","11/28/1986"
"CANADA","Herring, Barry Alexander","3581","05/09/1984","5400 Fairview StreetBurlington, Ontario&nbsp;&nbsp;","","Laurel Steel Products, Ltd.","05/09/1984","09/30/1990"
"INDONESIA","Spencer, William Byron","857","11/30/1954","Embassy of Indonesia2020 Massachusetts Avenue, NWWashington&nbsp;&nbsp;","DC","Embassy of Indonesia","11/30/1954","05/31/1957"
"CHINA","Chinese Information Service","402","11/26/1946","159 Lexington AvenueNew York&nbsp;&nbsp;10016","NY","Chinese Government Information Office","10/24/1947","12/31/1980"
"CHINA","Chinese Information Service","402","11/26/1946","159 Lexington AvenueNew York&nbsp;&nbsp;10016","NY","Chinese Ministry of Information","11/26/1946","12/31/1980"
"UKRAINE","Ronald S. Winton & Associates","4978","12/02/1994","2309 Commonwealth AvenueAlexandria&nbsp;&nbsp;22301","VA","Government of Ukraine, Embassy","12/02/1994","06/30/1995"
"HONDURAS","Seyedin, Hamid Reza","4081","01/25/1988","3307 Connecticut Avenue, N.W.Washington&nbsp;&nbsp;20008","DC","Oswaldo Ramos-Soto (Through Friends of Democracy, Inc.)","01/25/1988","01/31/1988"
"ARGENTINA","Deane, Michael B.","2134","05/07/1969","611 National Press BuildingWashington&nbsp;&nbsp;20004","DC","Centro Azucarero Argentino","05/07/1969","02/28/1970"
"MALAYSIA","Reevemark LLC","6646","03/13/2019","261 Madison AvenueSuite 602New York&nbsp;&nbsp;10016","NY","Low Taek Jho","03/13/2019","12/31/2019"
"CUBA","Unidad Revolucionaria","1492","11/22/1961","UndergroundHavana&nbsp;&nbsp;","","Unidad Revolucionaria","11/22/1961","11/22/1961"
"YUGOSLAVIA","American International Development Group, Inc.","5259","06/03/1998","1029 North Royal StreetSuite 350Alexandria&nbsp;&nbsp;22314","VA","Federal Republic of Yugoslavia, Embassy","06/03/1998","12/31/2005"
"TAIWAN","Harper & Bailey Governmental Solutions LLC","6784","01/17/2020","The Emporium Building400 East Capitol StreetJackson&nbsp;&nbsp;39201","MS","Taipei Economic and Cultural Representative Office in the United States","01/17/2020",""
"JAPAN","JETRO, Atlanta","4069","12/01/1987","5901 Peachtree Dunwoody Rd, Suite. B485Atlanta&nbsp;&nbsp;30328","GA","Japan External Trade Organization (JETRO)","12/01/1987",""
"CANADA","Law Office of James A. Dumont, P.C.","4265","06/19/1989","72 Court StreetP.O. Box 727Middlebury&nbsp;&nbsp;05753-0727","VT","Grand Council of the Crees (of Quebec)","06/19/1989","06/30/2002"
"CZECHOSLOVAKIA","AEGIS Group, Ltd.","4373","05/03/1990","1250 - 27th Street, N.W.Washington&nbsp;&nbsp;20007","DC","Embassy of Czechoslovakia","05/03/1990","01/01/1993"
"JAPAN","Neeson Company","2015","03/14/1967","704 Russ BuildingSan Francisco&nbsp;&nbsp;94104","CA","Japan Trade Center (JETRO)","03/14/1967","06/30/1972"
"MALAYSIA","Neeson Company","2015","03/14/1967","704 Russ BuildingSan Francisco&nbsp;&nbsp;94104","CA","K.S. Choong (Choong Associates International)","01/31/1971","12/31/1971"
"JAPAN","Neeson Company","2015","03/14/1967","704 Russ BuildingSan Francisco&nbsp;&nbsp;94104","CA","Komatsu Manufacturing Company, Ltd.","01/19/1970","09/30/1969"
"JAPAN","Neeson Company","2015","03/14/1967","704 Russ BuildingSan Francisco&nbsp;&nbsp;94104","CA","Tanaka Engineering Works, Ltd.","06/01/1971","05/01/1971"
"NETHERLANDS","Netherlands Chamber of Commerce in the U.S.","639","08/22/1950","350 South Figueroa StreetSuite 901Los Angeles&nbsp;&nbsp;90017","CA","Economic Information Service of the Netherlands Ministry of Economic Affairs","09/28/1970","10/01/1976"
"NETHERLANDS","Netherlands Chamber of Commerce in the U.S.","639","08/22/1950","350 South Figueroa StreetSuite 901Los Angeles&nbsp;&nbsp;90017","CA","Netherlands Ministry of Economic Affairs","08/22/1950","10/01/1976"
"CANADA","Nixon, Peter","3598","06/21/1984","503 Queen Street, EastSault Ste. MarieOntario&nbsp;&nbsp;","","Algoma Steel Corporation, Ltd.","06/21/1984","06/30/1990"
"DOMINICAN REPUBLIC","James N. Juliana Associates","2083","03/25/1968","1750 New York Avenue, N.W.Suite 340Washington&nbsp;&nbsp;20006","DC","Consejo Estatel del Azucar","03/25/1968","12/31/1974"
"DOMINICAN REPUBLIC","James N. Juliana Associates","2083","03/25/1968","1750 New York Avenue, N.W.Suite 340Washington&nbsp;&nbsp;20006","DC","Government of the Dominican Republic","04/27/1971","12/31/1974"
"SOMALIA","Von Batten-Montague-York, L.C.","7130","06/22/2022","1300 Pennsylvania Avenue, NW Suite 700Washington&nbsp;&nbsp;20016","DC","Speaker and House of the People of the Federal Parliament of Somalia","06/22/2022","06/30/2024"
"SOMALIA","Von Batten-Montague-York, L.C.","7130","06/22/2022","1300 Pennsylvania Avenue, NW Suite 700Washington&nbsp;&nbsp;20016","DC","The Clan Leaders of the Sool, Sanaag, and Cayn regions","12/04/2022","12/31/2023"
"SOMALIA","Von Batten-Montague-York, L.C.","7130","06/22/2022","1300 Pennsylvania Avenue, NW Suite 700Washington&nbsp;&nbsp;20016","DC","The Federal Ministry of Fisheries and Blue Economy of the Federal Republic of Somalia","03/27/2023","07/01/2023"
"CONGO DEMOCRATIC REPUBLIC OF THE","Von Batten-Montague-York, L.C.","7130","06/22/2022","1300 Pennsylvania Avenue, NW Suite 700Washington&nbsp;&nbsp;20016","DC","Sokam Holdings","11/20/2023",""
"CONGO DEMOCRATIC REPUBLIC OF THE","Von Batten-Montague-York, L.C.","7130","06/22/2022","1300 Pennsylvania Avenue, NW Suite 700Washington&nbsp;&nbsp;20016","DC","Ministry of Mines of the Democratic Republic of Congo","12/06/2024",""
"CONGO DEMOCRATIC REPUBLIC OF THE","Von Batten-Montague-York, L.C.","7130","06/22/2022","1300 Pennsylvania Avenue, NW Suite 700Washington&nbsp;&nbsp;20016","DC","The Office of the President of the Democratic Republic of Congo","03/12/2025",""
"COLOMBIA","Wilkinson, Barker, Knauer & Quinn, LLP","5183","05/15/1997","2300 N Street, N.W.Suite 700Washington&nbsp;&nbsp;20037-1128","DC","Government of Colombia Ministry of Communications","05/15/1997","05/15/1997"
"PANAMA","Wilkinson, Barker, Knauer & Quinn, LLP","5183","05/15/1997","2300 N Street, N.W.Suite 700Washington&nbsp;&nbsp;20037-1128","DC","Government of the Republic of Panama Public Service Regulatory Entity","05/15/1997","05/31/1997"
"JAPAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","AKC Corporation","09/25/1987","09/24/1988"
"JAPAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Akitsu Shipping Company, Ltd. (formerly:  Kyokuyo Company, Ltd.)","03/31/1992","12/31/1995"
"PAKISTAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Embassy of Pakistan","05/10/1995","04/22/1997"
"CANADA","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Government of Canada","02/08/1991","05/31/1991"
"CANADA","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Government of Canada","04/29/1993","04/08/1994"
"NAURU","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Government of Nauru","03/22/1984","09/09/1988"
"CHILE","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Instituto Latinoamericano del Fierro y el Acero (ILAFA)","04/20/1989","07/01/1989"
"INTERNATIONAL","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","International Telecommunications Satellite Organization","07/16/1984","04/07/1995"
"JAPAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Maruhu Corporation (Maruha Kabushiki Haisha) (formerly:  Taiyo Gyogyo Kabushiki Kaisha)","03/31/1992","12/31/1995"
"JAPAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Nichiro Corporation","03/31/1992","12/31/1995"
"JAPAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Nissui Shipping Corporation","03/31/1992","12/31/1995"
"MONTENEGRO","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Republic of Montenegro","08/02/1995","04/01/1996"
"JAPAN","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Rokuchu Marine Corporation","03/31/1992","12/31/1995"
"INTERNATIONAL","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Theis K. Knauf","10/25/1988","02/13/1989"
"ITALY","Preston, Gates & Ellis, L.L.P.","3567","03/22/1984","5000 Columbia Center701 Fifth AvenueSeattle&nbsp;&nbsp;98104-7078","WA","Unionpesca","03/18/1985","02/27/1987"
"EGYPT","Petran, Tabitha","1008","03/14/1957","197 East Fourth StreetNew York&nbsp;&nbsp;","NY","Al Missaa","03/14/1957","03/14/1957"
"ISRAEL","Mershon, W. Russell","4026","08/18/1987","155 East 29th StreetSuite 25-FNew York&nbsp;&nbsp;10016","NY","Israel Labor Party","08/18/1987","04/16/1993"
"IRAQ","Parry and Romani Associates, Inc. dba Parry, Romani, DeConcini & Symms","6323","10/16/2015","517 C Street, NEWashington&nbsp;&nbsp;20002","DC","Mudhar Shawkat","10/16/2015","05/05/2016"
"MYANMAR (BURMA)","Inle Advisory Group, LLC","6765","12/09/2019","3990 Langley Court, NWC603Washington&nbsp;&nbsp;20016","DC","Kanbawza Bank Limited","12/09/2019","10/09/2020"
"SOUTH AFRICA","Spencer-Roberts & Associates, Inc.","3446","02/18/1983","17692 Cowan StreetIrvin&nbsp;&nbsp;92714","CA","Republic of South Africa","02/18/1983","09/01/1983"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Hango Sumii","11/13/1942","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Itsuyo Nakayama","05/21/1943","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","J. Tomohiko Midzuno","11/13/1942","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Kazue Sumii","11/13/1942","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Kohji Katoh","11/13/1942","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Morimura Brothers Employees' Benefit Fund","11/13/1942","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Morimura Brothers, Inc.","11/13/1942","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Takeo Nakayama","05/21/1943","05/13/1945"
"JAPAN","Bossowick, Irving","157","11/13/1942","1440 BroadwayNew York&nbsp;&nbsp;","NY","Yonosuke Maenami","11/13/1942","05/13/1945"
"SWEDEN","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Embassy of Sweden","10/09/1958","03/01/1972"
"PAKISTAN","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Government of Pakistan","07/13/1962","03/01/1972"
"DOMINICAN REPUBLIC","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Government of the Dominican Republic","04/09/1963","03/01/1972"
"INTERNATIONAL","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Nigerian Water Resources Development, Ltd.","06/25/1963","03/01/1972"
"GUADELOUPE & MARTINIQUE","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Associated Sugar Producers of Guadeloupe and Martinique","03/17/1964","03/01/1972"
"FRANCE","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Union des Producteurs, Cooperatives et Industriels Laitiers","06/07/1967","03/01/1972"
"BIAFRA","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Government of the Republic of Biafra","06/07/1967","03/01/1972"
"ITALY","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","SNIA, Divisione Bambrini Parodi-Delfino","09/09/1969","03/01/1972"
"MADAGASCAR","Surrey, Karasik, Gould and Efron","1178","10/09/1958","Woodward BuildingWashington&nbsp;&nbsp;20005","DC","Syndicat des Distillateurs et Producteurs de Sucre de Madagascar","06/16/1970","03/01/1972"
"SOUTH AFRICA","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","American-South African Investment Company, Ltd.","10/29/1969","04/17/1974"
"SOUTH AFRICA","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","ASA, Ltd. (formerly American-South African Investment Company, Ltd.)","04/17/1974","04/11/1977"
"ALGERIA","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","Bureau Algerian de Recherches et d'Exploitations Minieres (BAREM)","11/15/1966","04/11/1977"
"ALGERIA","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","Minister of Industry & Energy of Algeria","05/18/1973","04/11/1977"
"NETHERLANDS ANTILLES","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","Schlumberger, Ltd.","02/08/1973","04/11/1977"
"ALGERIA","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","Societe Nationale de Recherches et d'Etploitations Minieres (SONAREM)","05/18/1973","04/11/1977"
"ALGERIA","Shearman & Sterling","1877","04/05/1965","53 Wall StreetNew York&nbsp;&nbsp;10005","NY","Societe Nationale de Transport et de Commercialisation des Hydrocarbons (Agency of Government of Algeria) (SONATRACH)","04/05/1965","04/11/1977"
"KOREA SOUTH","Universal Public Relations","898","06/27/1955","636 Eleventh AvenueNew York&nbsp;&nbsp;","NY","Republic of Korea","06/27/1955","10/21/1955"
"JAPAN","Tele-Press Associates, Inc.","2832","09/30/1977","321 East 53rd StreetNew York&nbsp;&nbsp;10022","NY","Japan Fisheries Association","09/30/1977","12/31/2004"
"JAPAN","Tele-Press Associates, Inc.","2832","09/30/1977","321 East 53rd StreetNew York&nbsp;&nbsp;10022","NY","Japan Trade Center","06/01/1981","03/30/1982"
"JAPAN","Tele-Press Associates, Inc.","2832","09/30/1977","321 East 53rd StreetNew York&nbsp;&nbsp;10022","NY","Japan Whaling Association","11/14/1979","12/31/2004"
"JAPAN","Tele-Press Associates, Inc.","2832","09/30/1977","321 East 53rd StreetNew York&nbsp;&nbsp;10022","NY","Universal Marine Consultants","06/05/1982","12/31/1985"
"ROMANIA","Cosmos, Inc.","4519","05/31/1991","Post Office Box 30437Bethesda&nbsp;&nbsp;20824","MD","National Bank of Romania","05/31/1991","11/30/1999"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Augusto Espaillet Sucrs., C. por A.","06/11/1943","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Badui M. Dumit, C. por A.","02/09/1944","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Caribbean Motor Company","03/07/1947","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Cia. Anonima Tabacalera","06/11/1943","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Cia. Electrica de Santo Domingo, C. por A.","06/11/1943","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Dominican Republic","06/11/1943","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","J. Armando Bermudez, C. por A.","02/09/1944","12/11/1961"
"DOMINICAN REPUBLIC","Dominican Chamber of Commerce of the U.S., Inc.","197","06/11/1943","1270 Avenue of the AmericasNew York&nbsp;&nbsp;","NY","Kettle, Sanchez & Company, C. por A.","03/07/1947","12/11/1961"
"BULGARIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Daru Av","09/21/1992","10/29/1993"
"BULGARIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Eltex, Ltd.","09/21/1992","04/29/1994"
"MAURITANIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Government of Mauritania","09/21/1992","04/29/1994"
"BULGARIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Insider Agency","09/21/1992","10/29/1993"
"UKRAINE","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","International Organization Open Economy of Eastern Europe","10/29/1993","04/29/1994"
"UKRAINE","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Kiev International Expansion Venture - K.I.E.V.","12/15/1992","09/30/1999"
"BULGARIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","MicroProcessor Systems Corporation","09/21/1992","11/24/1993"
"NIGERIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","NEWPAK Ventures","09/21/1992","10/29/1993"
"RUSSIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Russian Academy of Arts","09/21/1992","11/24/1993"
"UKRAINE","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Seven, Ltd.","09/21/1992","11/24/1993"
"BULGARIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Solex, Ltd.","09/21/1992","10/29/1993"
"GREAT BRITAIN","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Star Holdings,","09/21/1992","10/29/1993"
"RUSSIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Tepko M. International","09/21/1992","12/31/1996"
"BULGARIA","Law Office of Stewart & Stewart","4709","09/21/1992","2100 M Street, N.W.Suite 200Washington&nbsp;&nbsp;20037","DC","Vidimex, Ltd.","09/21/1992","11/24/1993"
"ERITREA","Teckle, Tesfu Berhane","5707","08/25/2005","7907 Wildwood DriveTakoma Park&nbsp;&nbsp;20912","MD","Eritrean People's Movement","08/25/2005","08/31/2008"
"CANADA","Nuclear Waste Management Organization","7186","10/14/2022","22 St. Clair Avenue East, 4th FloorToronto&nbsp;&nbsp;","","Nuclear Waste Management Organization","10/14/2022",""
