"Country/LocationRepresented","Foreign Principal","Foreign PrincipalRegistration Date","Address","State","Registrant","Registration #","RegistrationDate"
"YEMEN","Yemeni National Resistance","02/04/2025","The Main Road Mocha, Golden Star A BuildingSanaa&nbsp;&nbsp;","","BGR Government Affairs, LLC","5430","05/10/2001"
"GREECE","Ministry of Foreign Affairs of Greece","02/11/2025","1st Vas. Sofias Av., 106 71Athens&nbsp;&nbsp;","","BGR Government Affairs, LLC","5430","05/10/2001"
"CYPRUS","Embassy of the Republic of Cyprus in the United States","01/17/2025","2211 R Street, NW Washington&nbsp;&nbsp;20008","DC","BGR Government Affairs, LLC","5430","05/10/2001"
"KOREA SOUTH","Embassy of the Republic of Korea","02/27/2025","2450 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","BGR Government Affairs, LLC","5430","05/10/2001"
"MONGOLIA","Sukhbaatar Batbold","02/27/2025","Chinggis Khaan Hotel Complex, Level 3 Tokyo St 10ABayanzurkh District Ulaanbaatar&nbsp;&nbsp;","","BGR Government Affairs, LLC","5430","05/10/2001"
"COLOMBIA","Federacion Nacional de Cafeteros de Colombia","04/06/1994","Bogota&nbsp;&nbsp;","","Colombian Coffee Federation, Inc.","4909","04/06/1994"
"NEW ZEALAND","New Zealand Meat Producers Board","07/08/1974","PO Box 121Wellington 6140&nbsp;&nbsp;","","Beef + Lamb New Zealand, Ltd.","2526","07/08/1974"
"COLOMBIA","Ministry of Trade, Industry and Tourism","12/12/2024","Calle 28 #13a -15Bogota&nbsp;&nbsp;","","Reyes, Luis Carlos","7500","12/12/2024"
"QATAR","Embassy of the State of Qatar","08/18/2020","2555 M St. NWWashington&nbsp;&nbsp;20037","DC","Praia Consultants LLC","6857","08/18/2020"
"SUDAN","Embassy of the Republic of Sudan through Ballard Partners, Inc.","11/15/2024","2210 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","VS Global, LLC","7489","11/15/2024"
"ST. KITTS AND NEVIS","Saint Christopher and Nevis","09/17/2024","Government House, springfield Basseterre&nbsp;&nbsp;","","Laws, Frank Adrien","7465","09/17/2024"
"AUSTRALIA","New South Wales Tourism Commission (Government of New South Wales)","12/18/1990","Sydney&nbsp;&nbsp;","","Destination New South Wales","4450","12/18/1990"
"IRAQ","Kurdistan Regional Government","12/28/2006","1634 Eye Street, NWSuite 210Washington&nbsp;&nbsp;20006","DC","Kurdistan Regional Government - Liaison Office - USA","5783","12/28/2006"
"PAKISTAN","Bilal Ahmed Ghaffar","01/20/2021","74-B Sindhi Muslim Housing SocietyKarachi, Sindh&nbsp;&nbsp;","","Chinar Consulting, LLC","6911","01/20/2021"
"NETHERLANDS","Netherlands Foreign Investment Agency","04/30/2015","Prinses Beatrixlaan 2 2595 AL The Hague&nbsp;&nbsp;","","Development Counsellors International","4777","03/12/1993"
"SCOTLAND","Visit Scotland","10/29/2021","Ocean Point, 94 Ocean driveEdinburgh&nbsp;&nbsp;","","Development Counsellors International","4777","03/12/1993"
"AUSTRIA","Vienna Tourist Board","05/09/2022","Invalidenstrasse 6Vienna&nbsp;&nbsp;","","Development Counsellors International","4777","03/12/1993"
"MONACO","Monaco Government Tourist and Convention Authority","05/09/2022","2, rue de la LujernetaCedex&nbsp;&nbsp;","","Development Counsellors International","4777","03/12/1993"
"BELIZE","Belize Tourism Board","11/13/2022","PO Box 325, 864Regent StreetBelize City&nbsp;&nbsp;","","Development Counsellors International","4777","03/12/1993"
"CANADA","Economic Development Winnipeg","10/02/2024","One Lombard Place, Suite 810 Winnipeg, Manitoba &nbsp;&nbsp;","","Development Counsellors International","4777","03/12/1993"
"KOREA SOUTH","Korea National Tourism Corporation","10/25/1974","Seoul&nbsp;&nbsp;","","Korea National Tourism Organization, Los Angeles","2544","10/25/1974"
"TAIWAN","Taipei Economic and Cultural Office Denver","09/23/2024","1600 Broadway, Suite 510Denver&nbsp;&nbsp;80202","CO","Sloan, Kelly","7466","09/23/2024"
"AUSTRALIA","Australian National Travel Association","06/03/1957","Melbourne&nbsp;&nbsp;","","Tourism Australia","1032","06/03/1957"
"UKRAINE","Andriy Volodymyrovych Nakhod","02/28/2025","4 Muzeyny Lane, 5th Floor Office 2  Kyiv&nbsp;&nbsp;","","Beni Productions LLC","7549","02/28/2025"
"SINGAPORE","Singapore Economic Development Board","02/02/1967","&nbsp;&nbsp;","","Singapore Economic Development Board","2003","02/02/1967"
"TAIWAN","Taipei Economic and Cultural Representative Office","03/16/2015","4201 Wisconsin AvenueWashington&nbsp;&nbsp;20016","DC","Daschle Group, LLC","6280","03/16/2015"
"JAPAN","Embassy of Japan","04/16/2015","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Daschle Group, LLC","6280","03/16/2015"
"VENEZUELA","Ad Hoc Board of Petroleos de Venezuela S.A. (PDVSA) (through White & Case LLP)","03/15/2024","2216 Adams Street #307Hollywood &nbsp;&nbsp;33020","FL","Daschle Group, LLC","6280","03/16/2015"
"GEORGIA","Davit Bagashvili","12/10/2024","64 Merab Kostava StreetTiblisi&nbsp;&nbsp;","","Daschle Group, LLC","6280","03/16/2015"
"JAPAN","Okinawa Prefectural Government of Japan","12/23/2015","1-2-2 Izumizaki Naha City, Okinawa 900-0021&nbsp;&nbsp;","","Okinawa Prefecture DC Office, Inc.","6332","12/23/2015"
"CHINA","UNIPEC America Inc.","05/11/2021","3050 Post Oak BlvdSuite 900Houston&nbsp;&nbsp;77056","TX","McCollum, Jonathan","6960","05/11/2021"
"CONGO REPUBLIC OF THE","Ministry of International Cooperation and Promotion of Public Private Partnerships","11/23/2022","1, Avenue Felix EboueCentre-ville Brazzaville &nbsp;&nbsp;","","35 Nord","7194","11/23/2022"
"DOMINICAN REPUBLIC","Axis Holdings LLC (on behalf of Donald Guerrero, former Finance Minister of the Dominican Republic) through DCI Group AZ, LLC","03/11/2025","1086 Ave Munoz RiveraSan Juan&nbsp;&nbsp;","","Liberty International Group LLC","7555","03/11/2025"
"DOMINICAN REPUBLIC","Administrative Ministry of the Presidency, Dominican Republic","10/14/2020","Mexico Avenue and Doctor DelgadoSanto Domingo, National District&nbsp;&nbsp;","","Vision Americas LLC","6877","10/14/2020"
"CYPRUS","Turkish Republic of Northern Cyprus, H.E. Mr. Ersin Tatar","10/16/1975","&nbsp;&nbsp;","","Representative of the Turkish Republic of Northern Cyprus","2619","10/16/1975"
"HONG KONG","Sing Tao News Corporation Ltd.","08/23/2021","Sing Tao News Corporation Bldg., 7 Chun Cheong St.,Tseung Kwan O Industrial Estate, Tseung Kwan ONew Territories&nbsp;&nbsp;","","Sing Tao US","6999","08/23/2021"
"UKRAINE","The Government of Ukraine","10/04/2022","12/2 Hrushevsky Str., Secretariat of the Cabinet of Ministers of Ukraine Kyiv, Kyiv Oblast &nbsp;&nbsp;","","Liscovich, Andrey","7174","10/04/2022"
"INTERNATIONAL","Hmong Kingdom ChaoFa State","03/16/2020","P.O. Box 6209Fresno&nbsp;&nbsp;93703","CA","Hmong Kingdom ChaoFa State - US Representatives","6800","03/16/2020"
"FIJI","Tourism Fiji","02/27/2023","PO box 9211, Suite 107Nadi AirportNadi&nbsp;&nbsp;","","Havas Media Group USA LLC","7106","04/08/2022"
"ISRAEL","Government of Israel, Ministry of Tourism (through the Israeli Government Advertising Agency [LAPAM])","02/27/2023","9 Ahad Haam StreetShalom TowerTel Aviv&nbsp;&nbsp;","","Havas Media Group USA LLC","7106","04/08/2022"
"FRANCE","Genfit","01/22/2018","1813 13th Street, NWSuite 2Washington&nbsp;&nbsp;20009","DC","Meliora Strategy","6510","01/22/2018"
"JAPAN","Japan National Tourist Organization","05/26/1953","Tokyo&nbsp;&nbsp;","","Japan National Tourism Organization","769","05/26/1953"
"DENMARK","MDSI ApS","09/13/2024","Strandboulevarden 96Copenhagen&nbsp;&nbsp;","","MDSI US Inc.","7462","09/13/2024"
"CHINA","“Hikvision USA Inc. as an agent of Hikvision”","08/01/2018","18639 Railroad StreetCity of Industry&nbsp;&nbsp;91748","CA","The Burson Group LLC","6227","06/18/2014"
"UNITED ARAB EMIRATES","Government of Ras Al Khaimah","06/12/2019","8th Floor Business Centre 4, Wing BRAK Free Trade Zone Authority  AL Nakheel Ras Al Khaimah&nbsp;&nbsp;","","The Burson Group LLC","6227","06/18/2014"
"BAHAMAS","Central Bank of the Bahamas","02/23/2024","P.O. Box N-4868.Market and Frederick Streets&nbsp;&nbsp;","","The Burson Group LLC","6227","06/18/2014"
"SAUDI ARABIA","Riyadh Air","01/09/2025","WPF9+F7, King Khalid International Airport Riyadh SAUDI ARABIA &nbsp;&nbsp;","","The Burson Group LLC","6227","06/18/2014"
"UNITED ARAB EMIRATES","United Arab Emirates, Department of Culture and Tourism - Abu Dhabi","03/21/2025","Nation Towers offices - corniche Street, po box 94000 Abu Dhabi &nbsp;&nbsp;","","The Burson Group LLC","6227","06/18/2014"
"CHINA","China Daily of Beijing, China","04/19/1983","Beijing&nbsp;&nbsp;","","China Daily Distribution Corporation","3457","04/19/1983"
"KOREA SOUTH","Korea Institute for International Economic Policy (KIEP)","02/28/1990","&nbsp;&nbsp;","","Korea Economic Institute","3327","02/01/1982"
"SAUDI ARABIA","The Public Investment Fund","03/31/2023","Alra'idah Digital CityBldg MU04, P.O. Box 6847 Riyadh&nbsp;&nbsp;","","USSA International LLC","7252","03/31/2023"
"IRAQ","Kurdistan Regional Government","09/12/2006","1634 Eye Street, NWSuite 210Washington&nbsp;&nbsp;20006","DC","Slocum & Boddie, PLLC","5765","09/12/2006"
"UGANDA","Republic of Uganda","02/11/2023","2A Colville Street Kampala&nbsp;&nbsp;","","Lorance, Cody C.","7229","02/11/2023"
"CANADA","Liberal Party of Canada","10/09/2019","350 Albert Street, Suite 920Ottawa&nbsp;&nbsp;","","Miller, Carman Marc","6741","10/09/2019"
"BOSNIA & HERZEGOVINA","RS Office For Cooperation, Trade and Investment LLC","09/19/2023","1701 Pennsylvania Ave. NW, Suite 200 Washington&nbsp;&nbsp;20006","DC","Schifanelli Law, LLP","7325","09/19/2023"
"JAPAN","Embassy of Japan","05/28/2019","&nbsp;&nbsp;","","Prime Policy Group","6377","09/19/2016"
"KOREA SOUTH","Jayu Press","12/15/2022","9th Floor, Royal Bldg, 10 Saemunan-ro- 5-gil&nbsp;&nbsp;","","Prime Policy Group","6377","09/19/2016"
"IRAQ","Arab Project Party","08/16/2023","100 Italian Village Road, Office No. 106 Erbil, Iraq IRAQ 6 7 8&nbsp;&nbsp;","","Prime Policy Group","6377","09/19/2016"
"INDIA","Indian Pharmaceutical Alliance","08/01/2023","A-205, Sangam Building 14B, SV Road, Santacruz West  Mumbai&nbsp;&nbsp;","","MEDSecurean, LLC","7302","08/01/2023"
"VENEZUELA","‘Council for the Administration and Protection of the Assets (""CAPA"")","08/20/2021","&nbsp;&nbsp;","","CITGO Holding, Inc. (CITGOH)","6995","08/20/2021"
"JAPAN","The Embassy of Japan in the U.S.A., Washington, DC","03/04/2020","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Ogilvy Group LLC","6797","03/04/2020"
"MEXICO","Los Cabos Tourism Board, a.k.a. Fideicomiso de Turismo de los Cabos (FITURCA)","01/06/2022","CARRETERA TRANSPENINSULAR KM. 4.3, FRACCION I LOTE 5PLAZA PROVIDENCIA, LOCAL 209-210MEXICO &nbsp;&nbsp;23454","","Ogilvy Group LLC","6797","03/04/2020"
"UNITED ARAB EMIRATES","United Arab Emirates. Department of Culture and Tourism - Abu Dhabi","11/13/2024","Nation Towers, Corniche Street, P.O.Box 94000 Abu Dhab&nbsp;&nbsp;","","Ogilvy Group LLC","6797","03/04/2020"
"CHINA","China Council for the Promotion of International Trade (CCPIT)","07/06/2012","1 Fuxingmenwai StreetBeijing 100860&nbsp;&nbsp;","","Representative Office in the USA, China Council for the Promotion of International Trade (CCPIT)","6113","07/06/2012"
"SPAIN","Melia Hotels International","07/16/2022","Calle Gremi de Boters, 2Palma de Mallorca&nbsp;&nbsp;","","The Raben Group LLC","7140","07/16/2022"
"SOUTH AFRICA","Brave Group","04/24/2023","The Offices of Hyde Park, Block B Strouthos Ave Johannesburg, Gauteng &nbsp;&nbsp;","","PM Group, LLC","7262","04/24/2023"
"JAPAN","Embassy of Japan","11/08/2013","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;","DC","Parvin, C. Landon","6194","11/08/2013"
"CANADA","Province of New Brunswick (through Porter O' Brien)","02/07/2025","Chancery Place, P.O. Box 6000 Fredericton&nbsp;&nbsp;","","The Ingram Group","7535","02/07/2025"
"KOREA SOUTH","Korean Cultural Heritage Administration through the Overseas Korean Cultural Heritage Foundation","12/01/2016","Wise Tower, 19th Floor, 17 Sejong-daero, Joong-guSeoul&nbsp;&nbsp;","","Overseas Korean Cultural Heritage Foundation, USA","6397","12/01/2016"
"JAMAICA","Jamaica Tourist Board","07/26/1972","Kingston&nbsp;&nbsp;","","Jamaica Tourist Board, Florida","2360","07/26/1972"
"NORWAY","Innovation Norway (aka Innovasjon Norge)","05/13/1948","Oslo&nbsp;&nbsp;","","Innovation Norway","526","05/13/1948"
"PAKISTAN","Islamabad Policy Research Institute","10/19/2024","505, 5th Floor, Evacuee Trust Complex, Sir Agha Khan Road,Islamabad&nbsp;&nbsp;","","Team Eagle Consulting, LLC","7477","10/19/2024"
"COTE D'IVOIRE (IVORY COAST)","Government  of the Republic of Cote d'Ivoire","12/28/2010","Abidjan&nbsp;&nbsp;","","JWI, LLC","4990","02/06/1995"
"SAUDI ARABIA","Kingdom of Saudi Arabia","02/06/2020","601 New Hampshire AvenueWashington&nbsp;&nbsp;20037","DC","Williams Group","6790","02/06/2020"
"INDIA","Republic of India","10/08/2020","&nbsp;&nbsp;","","Williams Group","6790","02/06/2020"
"POLAND","Polish Institute of International Affairs (PISM)","01/21/2022","&nbsp;&nbsp;","","Doran, Peter B.","7073","01/21/2022"
"AUSTRALIA","NSW Government","07/22/2022","Level 9, 52 Martin Place Sydney&nbsp;&nbsp;","","NSW Government US Office Inc.","7145","07/22/2022"
"VENEZUELA","Junta Administradora ad hoc Petroleos de Venezuela S.A. the PDVSA Ad Hoc Board","12/10/2024","2216 Adams Street  #307 Hollywood&nbsp;&nbsp;33020","FL","Vinson & Elkins LLP","7498","12/10/2024"
"ARMENIA","Artyom Khachatryan","12/18/2024","&nbsp;&nbsp;","","Vinson & Elkins LLP","7498","12/10/2024"
"PANAMA","Autoridad del Canal de Panama","01/31/2025","Panama Canal Authority Administration BuildingBalboa, Ancon&nbsp;&nbsp;","","Vinson & Elkins LLP","7498","12/10/2024"
"MALAYSIA","Malaysian Rubber Export Promotion Council","07/02/2001","11th Floor, Bangunan Getah Asli (Menara) 148 Jalan Ampang, 50450 Kuala Lumpur&nbsp;&nbsp;","","Malaysian Rubber Council (USA)","5444","07/02/2001"
"SAUDI ARABIA","King Abdullah University of Science & Technology (KAUST)","09/05/2024","4700 King Abdullah University of Science & Technol Thuwal&nbsp;&nbsp;","","Capital K, LLC","7456","09/05/2024"
"PAKISTAN","Minister of Interior of Pakistan","01/29/2025","Pakistan Embassy  3517 International Ct.Washington &nbsp;&nbsp;20008 6","DC","Gunster Strategies Worldwide","7529","01/29/2025"
"INDIA","Invest India","07/03/2024","225, Vigyan Bhawan Annexe, Maulana Azad RoadNew Delhi &nbsp;&nbsp;","","Invest India","7428","07/03/2024"
"CANADA","Nuclear Waste Management Organization","10/14/2022","22 St. Clair Avenue East, 4th FloorToronto&nbsp;&nbsp;","","Nuclear Waste Management Organization","7186","10/14/2022"
"GERMANY","Deutsche Telekom, A.G. (formerly:  Deutsche Bundespost Telekom)","10/09/1990","1177 6th Avenue, 5th FloorNew York&nbsp;&nbsp;10036","NY","Deutsche Telekom, Inc.","4419","10/09/1990"
"TAIWAN","Taipei Economic and Cultural Representative Office in the United States","01/17/2020","4201 Wisconsin Avenue, NWWashington&nbsp;&nbsp;20016","DC","Harper & Bailey Governmental Solutions LLC","6784","01/17/2020"
"IRAN","National Council of Resistance of Iran (NCRI)","05/16/2013","15 rue des Gordes, 95430 Auvers-sur Oise &nbsp;&nbsp;","","National Council of Resistance of Iran - U.S. Representative Office (NCRI-US)","6171","05/16/2013"
"IRAN","Iranian Resurgent Party","03/10/2021","6603 Independence Ave.Los Angeles&nbsp;&nbsp;91303","CA","Iranian Resurgent Party  I.R.P.","6934","03/10/2021"
"VENEZUELA","The Ad Hoc Board of Petroleos de Venezuela, S.A. (or, ""PDVSA Ad Hoc Board"") through Vision Americas International LLC","05/10/2024","2216 Adams Street, #307Hollywood&nbsp;&nbsp;33020","FL","The Cormac Group LLC","7406","05/10/2024"
"VANUATU","Republic of Vanuatu","10/12/1993","Port Vila&nbsp;&nbsp;","","Office of the Deputy Commissioner of Maritime Affairs","4860","10/12/1993"
"JAPAN","Japan External Trade Organization (JETRO)","12/01/1987","Tokyo&nbsp;&nbsp;","","JETRO, Atlanta","4069","12/01/1987"
"ISRAEL","Executive of the World Zionist Organization, Jerusalem","09/21/1971","&nbsp;&nbsp;","","World Zionist Organization - American Section, Inc.","2278","09/21/1971"
"TURKEY","Embassy of Turkey","04/18/2023","2525 Mass. AvenueWashington&nbsp;&nbsp;20008","DC","The Van Aucker Group","7260","04/18/2023"
"QATAR","International Media Office of the State of Qatar","08/03/2023","Diwan Annex, Msheireb Doha &nbsp;&nbsp;","","Basis Global Technologies, Inc.","7304","08/03/2023"
"RUSSIA","Congress of People's Deputies","10/19/2023","102 Bruzdowa 9 Warsaw&nbsp;&nbsp;","","Sobchenko, Alexei","7336","10/19/2023"
"UNITED KINGDOM","General Administration Company Ltd.","04/12/2024","33 St James's Square, Office 102London&nbsp;&nbsp;","","Washington Global Resources LLC","7397","04/12/2024"
"DOMINICAN REPUBLIC","Jennifer Elias Franjul","08/20/2024","C2J7+VR6, Av., Cayetano GermosénSanto Domingo&nbsp;&nbsp;","","5W Public Relations, LLC","7118","05/12/2022"
"ERITREA","National Representative Council of Eritrea - GIE","07/22/2022","447 Safari CircleStone Mountain&nbsp;&nbsp;30083","GA","National Representative council of Eritrea - GIE","7144","07/22/2022"
"UNITED ARAB EMIRATES","Alasriya Media Consultancy Represented by Ghina Youssef Al Amyouni","11/07/2024","106-049, Bldg., Binaa for Real EstateDubai&nbsp;&nbsp;","","Johnson, Larry Calvin","7487","11/07/2024"
"TRINIDAD AND TOBAGO","Government of the Republic of Trinidad and Tobago","10/28/2016","116 Frederick StreetPort of Spain, Trinidad, W.I.&nbsp;&nbsp;","","theGroup DC, LLC","6388","10/28/2016"
"BERMUDA","Government of Bermuda","11/02/2017","105 Front StreetHamilton HM 12&nbsp;&nbsp;","","theGroup DC, LLC","6388","10/28/2016"
"BARBADOS","Government of Barbados","02/15/2019","Government HeadquartersBay Street St. Michael&nbsp;&nbsp;","","theGroup DC, LLC","6388","10/28/2016"
"JAPAN","Embassy of Japan","04/21/2023","2520 Massachusetts Avenue, NW Washington&nbsp;&nbsp;20008","DC","theGroup DC, LLC","6388","10/28/2016"
"GUYANA","Co-operative Republic of Guyana","09/06/2023","254 South RoadGeorgetown&nbsp;&nbsp;","","theGroup DC, LLC","6388","10/28/2016"
"JAPAN","Japan External Trade Organization (JETRO)","12/14/1964","Tokyo&nbsp;&nbsp;","","JETRO, Los Angeles","1833","12/14/1964"
"JAPAN","Japan External Trade Organization (JETRO)","02/02/1965","Tokyo&nbsp;&nbsp;","","JETRO, Chicago","1850","02/02/1965"
"SOUTH AFRICA","South African Tourist Corporation","01/04/1950","Sandton&nbsp;&nbsp;","","South African Tourism","603","01/04/1950"
"VENEZUELA","Council for the Administration and Protection of the Assets (""CAPA"")","08/20/2021","&nbsp;&nbsp;","","PDV Holding, Inc. (PDVH)","6997","08/20/2021"
"KOREA SOUTH","Parliamentarians' Society of Republic of Korea","01/01/2023","1 Uisadang-daero Seoul, Yeongdeungpo-gu &nbsp;&nbsp;","","RMT SPV LLC","7211","01/01/2023"
"UNITED ARAB EMIRATES","Embassy of the United Arab Emirates via Akin Gump Strauss Hauer & Feld LLP","02/13/2020","&nbsp;&nbsp;","","American Defense International, Inc.","6567","07/05/2018"
"COLOMBIA","Squire Patton Boggs LLP on behalf of The Embassy of Colombia in the United States","10/21/2024","1724 Massachusetts Avenue, NW Washington&nbsp;&nbsp;20036","WA","World Professionals Group LLC d/b/a WP Group","7481","10/21/2024"
"PAKISTAN","Pakistan Tehreek E Insaf","03/26/2020","First Fl. Fortune Plaza, 72-East Jinnah Ave G-7Islamabad&nbsp;&nbsp;","","PTI USA","6807","03/26/2020"
"IRAQ","Arab Project Party Iraq","06/11/2019","Baghdad, Mansur District, 14 Ramadan StreetMishmisheh Building, 1st Floor, AL Radwan Company&nbsp;&nbsp;","","Morris Global Strategies LLC","6688","06/11/2019"
"CAYMAN ISLANDS","Ministry of Financial Services and Commerce, Cayman Islands Government","01/22/2025","133 Elgin AvenueGeorge Town&nbsp;&nbsp;","","Schaerr-Jaffe LLP","7526","01/22/2025"
"CHINA","CCTV","08/02/2019","1A Guanghua RoadChaoyang District  Beijing 1000020&nbsp;&nbsp;","","MediaLinks TV, LLC","6633","08/02/2019"
"CONGO DEMOCRATIC REPUBLIC OF THE","Sokam Holdings","11/20/2023","34 Boulevard du 30 Juin, immeuble Virunga Commune de Kinshasa, Congo&nbsp;&nbsp;","","Von Batten-Montague-York, L.C.","7130","06/22/2022"
"CONGO DEMOCRATIC REPUBLIC OF THE","Ministry of Mines of the Democratic Republic of Congo","12/06/2024","4th Level, Government Building, Boulevard du 30 Juin andAvenue Pere BokaKinshasa, Gombe&nbsp;&nbsp;","","Von Batten-Montague-York, L.C.","7130","06/22/2022"
"CONGO DEMOCRATIC REPUBLIC OF THE","The Office of the President of the Democratic Republic of Congo","03/12/2025","Executive Office of the PresidentKinshasa &nbsp;&nbsp;","","Von Batten-Montague-York, L.C.","7130","06/22/2022"
"JAPAN","Japan External Trade Organization (JETRO)","11/05/1964","Tokyo&nbsp;&nbsp;","","JETRO, San Francisco","1813","11/05/1964"
"MOZAMBIQUE","Total Energies EP Mozambique Area 1","12/16/2024","Av. Julius Nyerere, n.° 3412, JN 3412 Office ParkMaputo&nbsp;&nbsp;","","Primus Responsum LLC","7504","12/16/2024"
"CAYMAN ISLANDS","Government of the Cayman Islands","03/04/1974","&nbsp;&nbsp;","","Cayman Islands Department of Tourism","2500","03/04/1974"
"POLAND","Sad Arbitrazowy Sluzb/Court of Arbitration Service/CourtSAS","02/08/2019","ul. Kopernika 5, 11-200 Bartoszyce&nbsp;&nbsp;","","Huta, Tomasz","6636","02/08/2019"
"PERU","Peru","03/10/2023","1700 Massachusetts NW Washington&nbsp;&nbsp; 20036","DC","Patriot Strategies, LLC","7242","03/10/2023"
"UKRAINE","Sergii Tarasov","11/27/2024","6/2 Shevchenko StreetKropyvnytskyi&nbsp;&nbsp;","","Patriot Strategies, LLC","7242","03/10/2023"
"SAUDI ARABIA","The Ministry of the Kingdom of Saudi Arabia","06/13/2024","3493 King Abdulaziz Road, 8556 Al Sulaimaniyah DistrictRiyadh&nbsp;&nbsp;","","Sovereign Strategy Limited","7421","06/13/2024"
"CONGO DEMOCRATIC REPUBLIC OF THE","DRC NEXUS","02/14/2025","80, Avenue de la Corniche Goma, North Kivu &nbsp;&nbsp;","","Muntu, Ghislain","7541","02/14/2025"
"MARSHALL ISLANDS","Akin, Gump, Strauss, Hauer & Feld, on behalf of the Republic of the Marshall Islands","05/24/2018","2433 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Oliver Group, Inc.","6558","05/24/2018"
"PALAU","Akin, Gump, Strauss, Hauer & Feld, on behalf of the Government of the Republic of Palau","08/19/2021","2001 K Street, NWWashington&nbsp;&nbsp;2006","DC","Oliver Group, Inc.","6558","05/24/2018"
"GHANA","Kenneth Gagakuma","08/05/2024","Accra&nbsp;&nbsp;","","BrightHead Consulting LLC","7438","08/05/2024"
"SOMALI DEMOCRATIC REPUBLIC","Ministry of Foreign Affairs, Republic of Somaliland","09/10/2018","Wadada Madaxtoyda Hargeisa&nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"UNITED ARAB EMIRATES","Permanent Mission of the United Arab Emirates to the United Nations","11/21/2019","Ambassador Lana Zaki Nusseibeh3 Dag Hammarskjold Plaza&nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"CONGO DEMOCRATIC REPUBLIC OF THE","Government of the Democratic Republic of the Congo","04/14/2022","Ministry of FinanceKinshasha&nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"UNITED ARAB EMIRATES","Embassy of the United Arab Emirates","04/11/2022","3522 International Ct NW #100 Washington&nbsp;&nbsp;20008","DC","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"BERMUDA","Bermuda Ministry of Finance","08/03/2023","30 Parliament St. Hamilton HM 12Bermuda&nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"TURKS AND CAICOS ISLANDS","The Government of the Turks & Caicos Islands","05/22/2024","1292 Hilly Ewing Building, Upper Level, Leeward HighwayProvidenciales&nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"SAUDI ARABIA","Public Investment Fund","01/16/2025","3884 Prince Turki bin Abdul Aziz Al-Awal Road, Al NakheelP.O.BOX 6847Riyadh&nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"JAPAN","Office of the Prime Minister, Japan (on behalf of Dentsu Inc.)","02/21/2025","2 Chome-3-1 Nagatacho, chiyoda cityTokyo &nbsp;&nbsp;","","FGS Global (US) LLC (FKA FGH Holdings LLC)","5666","01/31/2005"
"QATAR","Embassy of the State of Qatar","03/29/2018","2555 M Street, NWWashington&nbsp;&nbsp;20037","DC","Lumen8 Advisors, LLC","6537","03/29/2018"
"JAPAN","Japan National Tourism Organization","07/03/1972","Tokyo&nbsp;&nbsp;","","Japan National Tourism Organization, Los Angeles","2350","07/03/1972"
"JAPAN","Embassy of Japan","02/10/2018","2520 Massachusetts Avenue, NWWashington&nbsp;&nbsp;20008","DC","Forbes Tate Partners LLC","6522","02/10/2018"
"SERBIA","Chamber of Commerce and Industry of Serbia","11/12/2019","Resavska 13-15Belgrade 11000&nbsp;&nbsp;","","Yorktown Solutions, LLC","6491","11/19/2017"
"UKRAINE","All-Ukrainian Industry Association ""Federation of Employers of the Oil and Gas Industry""","01/05/2020","&nbsp;&nbsp;","","Yorktown Solutions, LLC","6491","11/19/2017"
"MOROCCO","Embassy of the Kingdom of Morocco","11/08/2021","3508 International drive NWWashington&nbsp;&nbsp;20008","DC","Yorktown Solutions, LLC","6491","11/19/2017"
"UKRAINE","Primary Trade Union Organization of State Enterprise National Nuclear Energy Generating Company ""Energoatom""","04/10/2023","2 Maidan NezalezhnostiKyiv&nbsp;&nbsp;","","Yorktown Solutions, LLC","6491","11/19/2017"
"TOGO","Togo Chamber of Commerce and Industry","01/18/2025","Avenue Georges Pompidou, BP 360 Lome&nbsp;&nbsp;","","Yorktown Solutions, LLC","6491","11/19/2017"
"AZERBAIJAN","Foreign Ministry of Azerbaijan","02/10/2023","50 Shikhali Girbanov St.  AZERBAIJANBaku&nbsp;&nbsp;","","Friedlander Consulting Group LLC","7009","09/03/2021"
"MOROCCO","Embassy of Morocco","04/13/2018","1601 21st Street, NWWashington&nbsp;&nbsp;20009","DC","ThirdCircle, Inc.","6540","04/13/2018"
"QATAR","Embassy of the State of Qatar","01/22/2019","2555 M Street, NWWashington&nbsp;&nbsp;20037","DC","ThirdCircle, Inc.","6540","04/13/2018"
